Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
53149,18,1152,10,8,644,http,SF,tcp,24,24,255,1,0,770,0
53150,18,1152,10,8,644,http,SF,tcp,4,4,255,0.93,0.02,1380,0
53151,18,1152,10,8,644,shell,S0,tcp,128,12,255,0.05,0.05,0,1
53152,18,1152,10,8,644,imap4,S0,tcp,275,17,255,0.07,0.07,0,1
53154,20,1276,10,10,644,eco_i,SF,icmp,1,50,4,1,0,0,1
53153,20,1276,10,10,644,http,SF,tcp,9,9,221,1,0,475,0
53155,20,1276,10,10,644,iso_tsap,S0,tcp,227,11,255,0.04,0.07,0,1
53156,20,1276,10,10,644,http,SF,tcp,4,14,34,1,0,3898,0
53157,20,1276,10,10,644,http,SF,tcp,3,3,98,1,0,5643,0
53158,20,1276,10,10,644,ldap,S0,tcp,218,17,255,0.07,0.05,0,1
53159,20,1276,10,10,644,http,SF,tcp,3,5,255,0.93,0.01,2698,0
53160,20,1276,10,10,644,private,RSTR,tcp,1,1,255,0,0.62,0,1
53164,18,1152,10,8,644,http,SF,tcp,7,19,255,1,0,891,0
53162,18,1152,10,8,644,http,SF,tcp,3,18,255,1,0,11202,0
53161,18,1152,10,8,644,ldap,S0,tcp,148,19,255,0.02,0.07,0,1
53163,18,1152,10,8,644,smtp,SF,tcp,1,3,197,0.24,0.02,444,0
53165,18,1152,10,8,644,domain_u,SF,udp,200,200,255,1,0,43,0
53166,18,1152,10,8,644,eco_i,SF,icmp,1,28,1,1,0,0,1
53167,18,1152,10,8,644,private,S0,tcp,94,5,203,0.02,0.06,0,1
53168,18,1152,10,8,644,private,S0,tcp,78,18,255,0.01,0.08,0,1
53171,20,1276,10,10,644,smtp,SF,tcp,1,1,71,0.8,0.06,380,0
53172,20,1276,10,10,644,http,S2,tcp,1,24,1,1,0,13543,0
53170,20,1276,10,10,644,efs,S0,tcp,143,15,255,0.06,0.06,0,1
53169,20,1276,10,10,644,discard,RSTR,tcp,1,1,137,0.01,0.09,0,1
53173,20,1276,10,10,644,http,REJ,tcp,205,3,255,0.01,0.08,0,1
53174,20,1276,10,10,644,http,SF,tcp,5,5,39,1,0,422,0
53175,20,1276,10,10,644,Z39_50,REJ,tcp,109,16,255,0.06,0.07,0,1
53176,20,1276,10,10,644,domain_u,SF,udp,169,169,255,0.76,0.01,70,0
53177,18,1152,10,8,644,finger,S0,tcp,22,5,255,0.25,0.02,0,1
53178,18,1152,10,8,644,private,SF,udp,8,2,255,0.97,0.01,147,0
53180,18,1152,10,8,644,http,SF,tcp,12,12,255,1,0,1408,0
53179,18,1152,10,8,644,other,SF,udp,7,1,255,0,0.62,0,0
53181,18,1152,10,8,644,ecr_i,SF,icmp,511,511,255,0.25,0.04,0,1
53182,18,1152,10,8,644,private,SF,udp,10,1,255,0.95,0.01,147,0
53183,18,1152,10,8,644,ctf,S0,tcp,201,6,255,0.07,0.07,0,1
53184,18,1152,10,8,644,http,SF,tcp,4,4,35,1,0,409,0
53185,20,1276,10,10,644,sunrpc,RSTO,tcp,132,6,255,0.02,0.07,0,1
53186,20,1276,10,10,644,echo,S0,tcp,206,17,255,0.07,0.07,0,1
53187,20,1276,10,10,644,ftp_data,SF,tcp,11,11,109,0.47,0.06,0,0
53188,20,1276,10,10,644,domain_u,SF,udp,1,2,255,0.97,0.01,108,0
53189,20,1276,10,10,644,ftp_data,SF,tcp,8,8,185,0.39,0.02,0,0
53191,20,1276,10,10,644,private,REJ,tcp,1,1,13,0.08,1,0,1
53192,20,1276,10,10,644,http,SF,tcp,11,12,163,1,0,1109,0
53190,20,1276,10,10,644,http,SF,tcp,6,6,32,1,0,2445,0
53195,18,1152,10,8,644,http,SF,tcp,5,5,255,1,0,462,0
53193,18,1152,10,8,644,finger,SF,tcp,1,1,83,0.04,0.05,363,0
53194,18,1152,10,8,644,http,SF,tcp,3,3,87,1,0,1933,0
53196,18,1152,10,8,644,domain_u,SF,udp,130,130,255,1,0.01,77,0
53197,18,1152,10,8,644,private,S0,tcp,106,6,255,0.05,0.07,0,1
53198,18,1152,10,8,644,finger,S0,tcp,237,6,255,0.02,0.06,0,1
53199,18,1152,10,8,644,private,S0,tcp,252,15,255,0.06,0.08,0,1
53200,18,1152,10,8,644,private,S0,tcp,215,2,255,0.07,0.07,0,1
53202,20,1276,10,10,644,private,RSTR,tcp,1,1,255,0,1,0,1
53203,20,1276,10,10,644,vmnet,S0,tcp,227,12,255,0.05,0.07,0,1
53201,20,1276,10,10,644,private,REJ,tcp,288,16,255,0.06,0.06,0,1
53204,20,1276,10,10,644,private,REJ,tcp,282,11,255,0.04,0.08,0,1
53205,20,1276,10,10,644,http,SF,tcp,12,14,15,1,0,1783,0
53206,20,1276,10,10,644,smtp,SF,tcp,1,1,43,0.63,0.07,397,0
53207,20,1276,10,10,644,finger,SF,tcp,1,1,53,0.11,0.09,138,0
53208,20,1276,10,10,644,domain_u,SF,udp,67,147,255,1,0.01,129,0
53211,18,1152,10,8,644,http,SF,tcp,7,7,47,1,0,3543,0
53210,18,1152,10,8,644,http,SF,tcp,7,7,42,1,0,13224,0
53209,18,1152,10,8,644,other,SF,udp,188,188,188,1,0,4,0
53212,18,1152,10,8,644,http,SF,tcp,6,6,38,1,0,5202,0
53213,18,1152,10,8,644,smtp,SF,tcp,1,1,148,0.14,0.52,327,0
53214,18,1152,10,8,644,eco_i,SF,icmp,1,47,1,1,0,0,1
53215,18,1152,10,8,644,http,S0,tcp,113,4,255,0.05,0.07,0,1
53216,18,1152,10,8,644,private,S0,tcp,104,7,255,0.01,0.07,0,1
53219,20,1276,10,10,644,http,SF,tcp,12,12,13,1,0,1524,0
53217,20,1276,10,10,644,private,S0,tcp,200,20,255,0,0.07,0,1
53218,20,1276,10,10,644,telnet,S0,tcp,211,16,255,0.06,0.05,0,1
53220,20,1276,10,10,644,domain_u,SF,udp,4,7,22,0.95,0.09,44,0
53221,20,1276,10,10,644,time,S0,tcp,103,3,255,0.02,0.07,0,1
53222,20,1276,10,10,644,http,SF,tcp,24,24,85,1,0,3796,0
53223,20,1276,10,10,644,http,SF,tcp,7,7,177,1,0,292,0
53224,20,1276,10,10,644,http,SF,tcp,33,38,255,1,0,7384,0
53226,18,1152,10,8,644,domain_u,SF,udp,56,271,114,0.87,0.02,138,0
53227,18,1152,10,8,644,http,SF,tcp,6,7,6,1,0,238,0
53225,18,1152,10,8,644,private,SF,udp,9,2,255,0.95,0.01,147,0
53228,18,1152,10,8,644,discard,S0,tcp,99,2,255,0.01,0.07,0,1
53230,18,1152,10,8,644,other,SF,udp,1,1,255,0.01,0.53,105,0
53231,18,1152,10,8,644,http,SF,tcp,4,46,255,1,0,1286,0
53229,18,1152,10,8,644,ftp_data,SF,tcp,2,2,26,0.12,0.15,0,0
53232,18,1152,10,8,644,eco_i,SF,icmp,1,48,2,1,0,0,1
53234,20,1276,10,10,644,telnet,S0,tcp,228,7,255,0.03,0.07,0,1
53233,20,1276,10,10,644,time,S0,tcp,257,5,255,0.02,0.07,0,1
53235,20,1276,10,10,644,netstat,S0,tcp,239,7,255,0.03,0.07,0,1
53236,20,1276,10,10,644,bgp,REJ,tcp,255,8,255,0.03,0.07,0,1
53237,20,1276,10,10,644,http,SF,tcp,1,1,255,0.96,0.02,25961,0
53238,20,1276,10,10,644,ecr_i,SF,icmp,511,511,249,0.62,0.03,0,1
53239,20,1276,10,10,644,auth,S0,tcp,239,5,255,0.02,0.05,0,1
53240,20,1276,10,10,644,link,S0,tcp,174,8,255,0.04,0.07,0,1
53241,18,1152,10,8,644,smtp,SF,tcp,1,2,20,0.3,0.1,334,0
53242,18,1152,10,8,644,http,SF,tcp,22,33,255,1,0,462,0
53243,18,1152,10,8,644,http,SF,tcp,6,12,113,1,0,677,0
53244,18,1152,10,8,644,http,SF,tcp,27,27,255,1,0,17733,0
53245,18,1152,10,8,644,discard,S0,tcp,4,1,255,0,0.08,0,1
53248,18,1152,10,8,644,http,SF,tcp,4,4,150,1,0,4359,0
53247,18,1152,10,8,644,http,SF,tcp,26,26,82,1,0,7637,0
53246,18,1152,10,8,644,smtp,SF,tcp,1,1,79,0.41,0.06,326,0
53251,20,1276,10,10,644,http,SF,tcp,4,4,255,0.99,0.01,2507,0
53250,20,1276,10,10,644,private,S0,tcp,42,13,255,0.05,0.08,0,1
53249,20,1276,10,10,644,http,SF,tcp,7,10,127,1,0,177,0
53252,20,1276,10,10,644,csnet_ns,S0,tcp,286,4,255,0.02,0.05,0,1
53253,20,1276,10,10,644,domain_u,SF,udp,3,9,255,0.9,0.01,42,0
53255,20,1276,10,10,644,smtp,SF,tcp,1,1,4,1,0,338,0
53254,20,1276,10,10,644,http,SF,tcp,8,9,111,1,0,1347,0
53256,20,1276,10,10,644,private,S0,tcp,259,6,255,0.03,0.08,0,1
53257,18,1152,10,8,644,http,SF,tcp,4,6,4,1,0,1296,0
53259,18,1152,10,8,644,http,SF,tcp,2,3,2,1,0,1388,0
53260,18,1152,10,8,644,http,SF,tcp,1,1,1,1,0,3656,0
53258,18,1152,10,8,644,domain_u,SF,udp,126,126,255,1,0.01,78,0
53261,18,1152,10,8,644,private,S0,tcp,112,11,255,0.11,0.06,0,1
53262,18,1152,10,8,644,daytime,S0,tcp,276,16,255,0.06,0.05,0,1
53263,18,1152,10,8,644,private,S0,tcp,278,18,255,0.02,0.09,0,1
53264,18,1152,10,8,644,private,REJ,tcp,121,17,255,0.07,0.06,0,1
53268,20,1276,10,10,644,private,REJ,tcp,143,11,255,0.04,0.07,0,1
53266,20,1276,10,10,644,domain_u,SF,udp,203,203,255,1,0,45,0
53265,20,1276,10,10,644,private,S0,tcp,93,12,255,0.05,0.06,0,1
53267,20,1276,10,10,644,uucp,S0,tcp,104,4,255,0.02,0.05,0,1
53269,20,1276,10,10,644,http,SF,tcp,2,27,167,1,0,8020,0
53270,20,1276,10,10,644,http,SF,tcp,4,4,191,1,0,1412,0
53271,20,1276,10,10,644,private,REJ,tcp,101,1,255,0.08,0.06,0,1
53272,20,1276,10,10,644,eco_i,SF,icmp,1,21,1,1,0,0,1
53274,18,1152,10,8,644,private,S0,tcp,147,18,255,0.14,0.05,0,1
53275,18,1152,10,8,644,domain_u,SF,udp,6,15,39,0.95,0.05,45,0
53276,18,1152,10,8,644,http,SF,tcp,1,2,12,1,0,548,0
53273,18,1152,10,8,644,login,S0,tcp,131,20,255,0.03,0.09,0,1
53277,18,1152,10,8,644,private,RSTR,tcp,124,2,255,0.01,0.26,0,1
53278,18,1152,10,8,644,iso_tsap,S0,tcp,238,6,255,0.02,0.07,0,1
53279,18,1152,10,8,644,private,S0,tcp,250,13,255,0.05,0.08,0,1
53280,18,1152,10,8,644,domain_u,SF,udp,129,209,255,1,0,129,0
53281,20,1276,10,10,644,private,S0,tcp,224,15,255,0.07,0.08,0,1
53282,20,1276,10,10,644,smtp,S1,tcp,1,1,27,0.96,0.07,323,0
53283,20,1276,10,10,644,ftp_data,SF,tcp,3,4,9,1,0,0,0
53284,20,1276,10,10,644,http,SF,tcp,28,31,122,1,0,5817,0
53285,20,1276,10,10,644,X11,SF,tcp,1,1,163,0.02,0.04,334048,0
53286,20,1276,10,10,644,http,SF,tcp,5,15,34,1,0,504,0
53287,20,1276,10,10,644,http,SF,tcp,5,25,255,1,0,185,0
53288,20,1276,10,10,644,finger,S0,tcp,286,20,255,0.08,0.06,0,1
53290,18,1152,10,8,644,private,S0,tcp,59,8,255,0.03,0.05,0,1
53291,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0,0.02,388,0
53289,18,1152,10,8,644,http,S0,tcp,31,12,255,0.26,0.02,0,1
53292,18,1152,10,8,644,eco_i,SF,icmp,1,7,3,1,0,0,1
53293,18,1152,10,8,644,http,SF,tcp,8,17,255,1,0,884,0
53294,18,1152,10,8,644,uucp,S0,tcp,148,18,255,0.04,0.07,0,1
53295,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.51,105,0
53296,18,1152,10,8,644,name,S0,tcp,288,15,255,0.02,0.08,0,1
53297,20,1276,10,10,644,telnet,SF,tcp,1,1,1,1,0,2169,0
53299,20,1276,10,10,644,supdup,S0,tcp,151,4,255,0.02,0.06,0,1
53300,20,1276,10,10,644,nnsp,REJ,tcp,77,10,255,0.04,0.07,0,1
53298,20,1276,10,10,644,private,SF,udp,45,20,255,0.25,0.27,0,1
53302,20,1276,10,10,644,private,REJ,tcp,2,1,255,0,0.38,0,1
53301,20,1276,10,10,644,domain_u,SF,udp,236,313,238,0.84,0.01,132,0
53303,20,1276,10,10,644,netbios_ssn,REJ,tcp,243,19,255,0.07,0.07,0,1
53304,20,1276,10,10,644,http,S0,tcp,2,2,4,1,0,0,0
53305,20,1276,10,10,644,http,SF,tcp,13,13,134,1,0,656,0
53307,20,1276,10,10,644,http,SF,tcp,2,2,2,1,0,760,0
53308,20,1276,10,10,644,http,SF,tcp,18,48,149,1,0,1894,0
53306,20,1276,10,10,644,finger,SF,tcp,1,1,195,0.04,0.02,593,0
53309,20,1276,10,10,644,private,S0,tcp,102,18,255,0.03,0.06,0,1
53310,20,1276,10,10,644,ecr_i,SF,icmp,510,510,255,0.58,0.03,0,1
53311,20,1276,10,10,644,private,SF,udp,54,27,255,0.36,0.06,0,1
53312,20,1276,10,10,644,http,REJ,tcp,1,1,26,1,0,0,0
53315,18,1152,10,8,644,http,SF,tcp,2,2,22,1,0,1069,0
53313,18,1152,10,8,644,telnet,SF,tcp,1,1,72,0.08,0.08,148111,0
53314,18,1152,10,8,644,ftp_data,S0,tcp,26,5,255,0.23,0.03,0,1
53316,18,1152,10,8,644,other,SF,udp,10,10,255,0.04,0.2,0,1
53317,18,1152,10,8,644,eco_i,SF,icmp,1,31,2,1,0,0,1
53318,18,1152,10,8,644,finger,S0,tcp,154,20,255,0.08,0.06,0,1
53319,18,1152,10,8,644,ftp,S0,tcp,275,11,255,0.04,0.07,0,1
53320,18,1152,10,8,644,domain_u,SF,udp,1,1,5,1,0,130,0
53323,20,1276,10,10,644,domain_u,SF,udp,164,164,255,1,0,44,0
53322,20,1276,10,10,644,ntp_u,SF,udp,1,1,4,0.5,0.5,48,0
53321,20,1276,10,10,644,smtp,SF,tcp,1,1,34,0.94,0.06,330,0
53324,20,1276,10,10,644,private,RSTOS0,tcp,147,2,255,0.01,0.22,0,1
53325,20,1276,10,10,644,http,SF,tcp,3,13,132,1,0,327,0
53326,20,1276,10,10,644,ecr_i,SF,icmp,482,482,133,1,0,0,1
53327,20,1276,10,10,644,eco_i,SF,icmp,1,1,2,1,0,0,1
53328,20,1276,10,10,644,time,S0,tcp,210,23,255,0.09,0.05,0,1
53330,18,1152,10,8,644,ftp,SF,tcp,1,1,205,0.16,0.02,2451,1
53332,18,1152,10,8,644,private,S0,tcp,126,5,255,0.02,0.05,0,1
53331,18,1152,10,8,644,ftp_data,SF,tcp,5,5,16,0.69,0.19,0,0
53329,18,1152,10,8,644,uucp_path,S0,tcp,275,14,255,0.03,0.07,0,1
53333,18,1152,10,8,644,http,SF,tcp,19,20,255,1,0,693,0
53336,18,1152,10,8,644,http,SF,tcp,3,3,214,1,0,2760,0
53335,18,1152,10,8,644,http,SF,tcp,16,16,255,1,0,5260,0
53334,18,1152,10,8,644,private,REJ,tcp,1,1,25,0.04,1,0,1
53338,20,1276,10,10,644,http,SF,tcp,6,7,255,0.93,0.01,2239,0
53337,20,1276,10,10,644,domain_u,SF,udp,132,132,255,1,0.01,74,0
53339,20,1276,10,10,644,name,REJ,tcp,246,16,255,0.11,0.07,0,1
53340,20,1276,10,10,644,http,SF,tcp,14,14,30,1,0,2369,0
53343,20,1276,10,10,644,sunrpc,S0,tcp,133,4,255,0.02,0.06,0,1
53341,20,1276,10,10,644,smtp,SF,tcp,1,1,113,0.9,0.03,331,0
53342,20,1276,10,10,644,http,SF,tcp,7,10,139,1,0,2085,0
53344,20,1276,10,10,644,http,SF,tcp,16,19,80,1,0,349,0
137,14,1316,14,0,1316,finger,SF,tcp,1,1,123,0.02,0.02,358,0
53346,18,1152,10,8,644,http,SF,tcp,6,6,55,1,0,1902,0
53345,18,1152,10,8,644,domain_u,SF,udp,66,146,255,0.85,0.01,72,0
53347,18,1152,10,8,644,iso_tsap,S0,tcp,245,10,255,0.04,0.06,0,1
53348,18,1152,10,8,644,mtp,S0,tcp,266,2,255,0.05,0.07,0,1
53349,18,1152,10,8,644,other,SF,udp,34,33,255,0.13,0.52,0,0
53350,18,1152,10,8,644,netbios_dgm,S0,tcp,215,5,255,0.06,0.07,0,1
53351,18,1152,10,8,644,other,SF,udp,1,1,255,0.01,0.37,105,0
53352,18,1152,10,8,644,http,SF,tcp,5,5,183,1,0,2126,0
53353,20,1276,10,10,644,domain_u,SF,udp,194,194,255,1,0,69,0
53355,20,1276,10,10,644,http,SF,tcp,9,9,9,1,0,1182,0
53356,20,1276,10,10,644,http,SF,tcp,4,4,133,1,0,2282,0
53357,20,1276,10,10,644,uucp_path,S0,tcp,254,3,255,0.05,0.07,0,1
53354,20,1276,10,10,644,http,SF,tcp,47,47,177,1,0,4046,0
53358,20,1276,10,10,644,private,SF,udp,2,2,255,0.35,0.01,0,0
53359,20,1276,10,10,644,ftp_data,SF,tcp,8,8,136,0.4,0.02,0,0
53360,20,1276,10,10,644,http,SF,tcp,2,17,6,1,0,1651,0
53363,18,1152,10,8,644,http,REJ,tcp,1,1,1,1,0,0,0
53364,18,1152,10,8,644,http,SF,tcp,3,4,3,1,0,103,0
53362,18,1152,10,8,644,private,S0,tcp,90,9,255,0,0.08,0,1
53361,18,1152,10,8,644,smtp,SF,tcp,1,1,223,0.57,0.07,365,0
53365,18,1152,10,8,644,urp_i,SF,icmp,12,1,255,0.02,0.01,0,0
53366,18,1152,10,8,644,domain_u,SF,udp,75,153,255,1,0,110,0
53367,18,1152,10,8,644,eco_i,SF,icmp,1,1,4,1,0,0,1
53368,18,1152,10,8,644,http,SF,tcp,13,13,173,1,0,277,0
53371,20,1276,10,10,644,efs,S0,tcp,128,1,255,0,0.07,0,1
53370,20,1276,10,10,644,http,SF,tcp,12,33,255,1,0,298,0
53369,20,1276,10,10,644,other,SF,tcp,22,1,255,0,0.07,0,0
53372,20,1276,10,10,644,iso_tsap,S0,tcp,259,8,255,0.03,0.07,0,1
53373,20,1276,10,10,644,http,SF,tcp,8,8,36,1,0,25429,0
53374,20,1276,10,10,644,systat,RSTR,tcp,2,2,142,0.01,0.1,0,1
53375,20,1276,10,10,644,private,S0,tcp,81,2,255,0.08,0.07,0,1
53376,20,1276,10,10,644,private,REJ,tcp,41,17,255,0.05,0.07,0,1
53380,18,1152,10,8,644,hostnames,S0,tcp,282,18,255,0.07,0.07,0,1
53377,18,1152,10,8,644,vmnet,REJ,tcp,129,1,255,0,0.08,0,1
53378,18,1152,10,8,644,eco_i,SF,icmp,1,1,188,1,0,0,0
53379,18,1152,10,8,644,auth,S0,tcp,110,10,255,0.04,0.04,0,1
53381,18,1152,10,8,644,domain_u,SF,udp,151,151,255,1,0.01,130,0
53382,18,1152,10,8,644,uucp_path,S0,tcp,121,3,255,0.01,0.06,0,1
53383,18,1152,10,8,644,ftp,S0,tcp,194,15,255,0.06,0.09,0,1
53384,18,1152,10,8,644,domain_u,SF,udp,64,144,255,0.99,0.01,133,0
53388,20,1276,10,10,644,private,S0,tcp,201,13,255,0.05,0.06,0,1
53387,20,1276,10,10,644,supdup,S0,tcp,138,20,255,0.08,0.07,0,1
53386,20,1276,10,10,644,ecr_i,SF,icmp,2,4,4,1,0,0,1
53385,20,1276,10,10,644,private,REJ,tcp,408,1,255,0,1,0,1
53391,20,1276,10,10,644,telnet,S0,tcp,237,19,255,0.07,0.06,0,1
53389,20,1276,10,10,644,smtp,SF,tcp,1,1,255,0.13,0.01,498,0
53390,20,1276,10,10,644,http,SF,tcp,8,8,46,1,0,3985,0
53392,20,1276,10,10,644,http,REJ,tcp,289,16,255,0.06,0.06,0,1
53394,18,1152,10,8,644,http,SF,tcp,2,32,124,1,0,9317,0
53395,18,1152,10,8,644,http,SF,tcp,34,35,39,1,0,1978,0
53393,18,1152,10,8,644,nntp,S0,tcp,108,8,255,0.03,0.04,0,1
53396,18,1152,10,8,644,http,SF,tcp,24,24,255,1,0,382,0
53397,18,1152,10,8,644,ecr_i,SF,icmp,457,457,223,1,0,0,1
53398,18,1152,10,8,644,ftp_data,SF,tcp,2,2,147,0.4,0.48,0,0
53399,18,1152,10,8,644,http,SF,tcp,4,4,32,1,0,8314,1
53400,18,1152,10,8,644,http_443,S0,tcp,142,12,255,0.04,0.06,0,1
53404,20,1276,10,10,644,other,SF,udp,1,1,255,0.01,0.61,105,0
53403,20,1276,10,10,644,ftp,S0,tcp,254,4,255,0.02,0.05,0,1
53401,20,1276,10,10,644,http,SF,tcp,7,7,255,0.93,0.02,1628,0
53402,20,1276,10,10,644,vmnet,S0,tcp,295,16,255,0.07,0.08,0,1
53405,20,1276,10,10,644,http,SF,tcp,6,15,28,1,0,594,0
53406,20,1276,10,10,644,http,REJ,tcp,1,1,2,1,0,0,0
53407,20,1276,10,10,644,other,REJ,tcp,510,1,255,0,1,0,1
53408,20,1276,10,10,644,imap4,S0,tcp,240,18,255,0.07,0.05,0,1
53409,18,1152,10,8,644,http,SF,tcp,6,6,32,1,0,871,0
53412,18,1152,10,8,644,eco_i,SF,icmp,1,40,3,1,0,0,1
53410,18,1152,10,8,644,http,SF,tcp,4,4,93,1,0,4843,0
53411,18,1152,10,8,644,http,SF,tcp,9,10,10,1,0,1078,0
53414,18,1152,10,8,644,time,S0,tcp,9,5,255,0.04,0.08,0,1
53413,18,1152,10,8,644,auth,S0,tcp,232,3,255,0.01,0.07,0,1
53416,18,1152,10,8,644,http,SF,tcp,7,24,255,1,0,15618,0
53415,18,1152,10,8,644,netbios_dgm,S0,tcp,249,25,255,0.1,0.06,0,1
1740,350,90600,200,150,65400,telnet,S0,tcp,51,12,255,0.08,0.06,0,1
53418,20,1276,10,10,644,imap4,S0,tcp,265,12,255,0.06,0.07,0,1
53417,20,1276,10,10,644,ssh,S0,tcp,132,17,255,0.11,0.07,0,1
53419,20,1276,10,10,644,other,SF,udp,3,1,255,0,0.65,0,0
53420,20,1276,10,10,644,http,S0,tcp,172,7,255,0.03,0.05,0,1
53421,20,1276,10,10,644,private,REJ,tcp,139,3,255,0.01,0.07,0,1
53422,20,1276,10,10,644,http,SF,tcp,7,7,30,1,0,2647,0
53423,20,1276,10,10,644,eco_i,SF,icmp,2,1,255,0.01,0.01,0,0
53424,20,1276,10,10,644,http,RSTR,tcp,2,2,255,1,0,0,1
53426,18,1152,10,8,644,private,REJ,tcp,1,1,35,0.03,1,0,1
53425,18,1152,10,8,644,http,SF,tcp,27,54,255,1,0,2698,0
53427,18,1152,10,8,644,http,S1,tcp,2,2,13,1,0,13574,0
53428,18,1152,10,8,644,http,SF,tcp,1,1,99,1,0,8723,0
53429,18,1152,10,8,644,ftp_data,SF,tcp,17,31,133,0.36,0.02,0,0
53430,18,1152,10,8,644,http,SF,tcp,4,26,25,1,0,313,0
53431,18,1152,10,8,644,domain_u,SF,udp,316,316,255,0.98,0.01,138,0
53432,18,1152,10,8,644,ftp_data,SF,tcp,12,12,255,0.51,0.03,0,0
53434,20,1276,10,10,644,uucp,S0,tcp,102,2,255,0.01,0.06,0,1
53435,20,1276,10,10,644,http,REJ,tcp,1,2,2,1,0,0,0
53433,20,1276,10,10,644,http,SF,tcp,2,2,228,1,0,5556,0
53436,20,1276,10,10,644,http,SF,tcp,7,7,255,0.97,0.01,3222,0
53437,20,1276,10,10,644,private,SF,udp,1,1,73,0.95,0.03,146,0
53438,20,1276,10,10,644,domain_u,SF,udp,9,15,255,0.98,0.01,42,0
53439,20,1276,10,10,644,time,S0,tcp,298,17,255,0.01,0.09,0,1
53440,20,1276,10,10,644,private,S0,tcp,262,11,255,0.07,0.06,0,1
53442,20,1276,10,10,644,ldap,S0,tcp,132,4,255,0.06,0.08,0,1
53441,20,1276,10,10,644,ftp_data,SF,tcp,1,1,13,0.38,0.31,0,0
53443,20,1276,10,10,644,ftp_data,SF,tcp,2,2,157,0.29,0.45,0,0
53444,20,1276,10,10,644,daytime,S0,tcp,202,1,255,0,0.09,0,1
53445,20,1276,10,10,644,http,REJ,tcp,1,1,66,1,0,0,0
53446,20,1276,10,10,644,http,SF,tcp,8,44,187,1,0,566,0
53448,20,1276,10,10,644,ntp_u,SF,udp,1,1,255,0.11,0.01,48,0
53447,20,1276,10,10,644,ftp_data,SF,tcp,2,2,106,0.15,0.06,0,0
53451,18,1152,10,8,644,http,SF,tcp,2,2,2,1,0,25044,0
53450,18,1152,10,8,644,domain_u,SF,udp,66,144,242,0.5,0.02,134,0
53453,18,1152,10,8,644,private,REJ,tcp,86,1,255,0,0.09,0,1
53452,18,1152,10,8,644,private,SF,udp,1,1,98,0.99,0.02,147,0
53449,18,1152,10,8,644,private,S0,tcp,233,19,255,0.07,0.05,0,1
53454,18,1152,10,8,644,http,SF,tcp,2,2,240,1,0,250,0
53455,18,1152,10,8,644,http,SF,tcp,3,3,91,1,0,8314,1
53456,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.15,0.02,479,0
53459,20,1276,10,10,644,http,SF,tcp,8,8,67,1,0,818,0
53460,20,1276,10,10,644,http,REJ,tcp,2,2,44,1,0,0,0
53458,20,1276,10,10,644,http,SF,tcp,2,2,2,1,0,3018,0
53457,20,1276,10,10,644,http,SF,tcp,12,12,255,1,0,798,0
53461,20,1276,10,10,644,private,S0,tcp,360,1,255,0,1,0,1
53462,20,1276,10,10,644,finger,S0,tcp,67,17,255,0.25,0.02,0,1
53464,20,1276,10,10,644,http,SF,tcp,12,14,255,1,0,2768,0
53463,20,1276,10,10,644,other,SF,udp,15,5,255,0.02,0.15,0,1
53465,18,1152,10,8,644,whois,S0,tcp,202,2,255,0.07,0.07,0,1
53468,18,1152,10,8,644,daytime,S0,tcp,270,6,255,0.02,0.07,0,1
53467,18,1152,10,8,644,ldap,S0,tcp,102,20,255,0.08,0.06,0,1
53466,18,1152,10,8,644,vmnet,S0,tcp,237,3,255,0.07,0.08,0,1
53469,18,1152,10,8,644,http,SF,tcp,12,13,55,1,0,769,0
53470,18,1152,10,8,644,urp_i,SF,icmp,20,18,255,0,0.01,0,0
53471,18,1152,10,8,644,http,SF,tcp,7,7,255,0.96,0.02,1800,0
53472,18,1152,10,8,644,private,S0,tcp,124,9,255,0.04,0.07,0,1
53473,20,1276,10,10,644,http,SF,tcp,8,8,138,1,0,956,0
53475,20,1276,10,10,644,private,S0,tcp,178,2,217,0.01,0.08,0,1
53474,20,1276,10,10,644,other,SF,udp,1,1,255,0.01,0.64,105,0
53476,20,1276,10,10,644,http,SF,tcp,36,36,255,1,0,7956,0
53477,20,1276,10,10,644,ftp_data,SF,tcp,10,10,123,0.46,0.02,0,0
53479,20,1276,10,10,644,http,SF,tcp,19,20,82,1,0,345,0
53478,20,1276,10,10,644,private,SF,udp,89,89,255,0.35,0.01,0,1
53480,20,1276,10,10,644,smtp,SF,tcp,1,4,103,0.75,0.04,330,0
53482,18,1152,10,8,644,http,SF,tcp,6,6,74,1,0,222,0
53481,18,1152,10,8,644,smtp,SF,tcp,1,2,20,0.95,0.1,330,0
53483,18,1152,10,8,644,bgp,REJ,tcp,256,1,255,0,0.07,0,1
53484,18,1152,10,8,644,eco_i,SF,icmp,1,1,2,1,0,0,1
53485,18,1152,10,8,644,smtp,SF,tcp,1,1,81,0.75,0.04,334,0
53486,18,1152,10,8,644,nnsp,REJ,tcp,107,9,255,0.04,0.06,0,1
53487,18,1152,10,8,644,other,REJ,tcp,509,1,255,0,1,0,1
